,Governorate,Delegation,Locality,Nature,Type of Real Estate,Surface,Price,Inserted On
304,tunis,bab bhar,Bab Bhar,Sale,3-room apartment,105.0,130000.0,01/12/2022
305,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,152.0,280000.0,05/09/2022
306,tunis,marsa,La Marsa,Sale,2-room apartment,85.0,220000.0,17/11/2023
307,tunis,sidi el bechir,Sidi El Bechir,Sale,1-room apartment,70.0,83000.0,26/11/2023
308,tunis,menzah,El Menzah,Sale,5-room apartment and more,187.0,450000.0,06/11/2023
309,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,135.0,295000.0,02/10/2023
310,tunis,bardo,Le Bardo,Sale,3-room apartment,122.0,280000.0,04/12/2023
311,tunis,omrane superieur,El Omrane Superieur,Sale,3-room apartment,160.0,250000.0,23/09/2023
312,tunis,menzah,El Menzah,Sale,4-room apartment,140.0,340000.0,05/12/2023
313,tunis,cite el khadra,Cite El Khadra,Sale,3-room apartment,110.0,160000.0,27/11/2023
314,ariana,mnihla,Mnihla,Sale,3-room apartment,83.0,190000.0,07/10/2023
315,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,116.0,300000.0,17/01/2023
316,ben arous,megrine,Megrine,Sale,4-room apartment,417.0,580000.0,20/10/2023
317,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,120.0,280000.0,26/11/2023
318,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,100.0,430000.0,02/10/2023
319,ben arous,hammam chott,Hammam Chatt,Sale,3-room apartment,87.0,140000.0,09/07/2023
320,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,155.0,240000.0,14/08/2023
321,tunis,bardo,Le Bardo,Sale,4-room apartment,110.0,210000.0,14/03/2023
322,manouba,mannouba,Mannouba,Sale,2-room apartment,90.0,158000.0,11/08/2023
323,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,330.0,350000.0,01/08/2023
324,tunis,kram,El Kram,Sale,1-room apartment,116.0,671000.0,13/10/2023
325,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,100.0,210000.0,04/12/2023
326,tunis,sidi el bechir,Sidi El Bechir,Sale,3-room apartment,100.0,170000.0,23/10/2023
327,manouba,mornaguia,Mornaguia,Sale,4-room apartment,110.0,145000.0,11/01/2023
328,tunis,ain zaghouan,Ain Zaghouan,Sale,5-room apartment and more,186.0,850000.0,02/11/2023
329,tunis,marsa,La Marsa,Sale,4-room apartment,150.0,345000.0,01/05/2023
330,tunis,marsa,La Marsa,Sale,4-room apartment,120.0,400000.0,10/07/2023
331,ariana,soukra,La Soukra,Sale,4-room apartment,152.0,460000.0,12/10/2023
332,tunis,marsa,La Marsa,Sale,5-room apartment and more,330.0,950000.0,18/06/2022
333,tunis,marsa,La Marsa,Sale,2-room apartment,141.0,331000.0,22/02/2022
334,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,50.0,160000.0,27/11/2023
335,ben arous,ben arous,Ben Arous,Sale,2-room apartment,80.0,145000.0,23/08/2023
336,ariana,soukra,La Soukra,Sale,5-room apartment and more,152.0,290000.0,04/12/2023
337,ariana,soukra,La Soukra,Sale,2-room apartment,100.0,145000.0,03/10/2023
338,tunis,marsa,La Marsa,Sale,3-room apartment,111.0,320000.0,14/08/2023
339,ben arous,medina jedida,Nouvelle Medina,Sale,2-room apartment,80.0,130000.0,28/08/2023
340,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,135.0,220000.0,15/06/2023
341,ariana,ariana ville,Ariana Ville,Sale,1-room apartment,47.0,125000.0,25/10/2023
342,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,127.0,620000.0,01/12/2023
343,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,133.0,520000.0,19/10/2023
344,ben arous,medina jedida,Nouvelle Medina,Sale,2-room apartment,120.0,210000.0,19/10/2023
345,tunis,bab bhar,Bab Bhar,Sale,2-room apartment,207.0,340000.0,25/08/2023
346,tunis,marsa,La Marsa,Sale,4-room apartment,183.0,1006000.0,16/11/2023
347,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,170.0,730000.0,10/10/2023
350,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,250.0,320000.0,28/09/2023
351,ben arous,rades,Rades,Sale,2-room apartment,75.0,100000.0,20/11/2023
352,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,105.0,400000.0,25/11/2023
353,ben arous,hammam chott,Hammam Chatt,Sale,2-room apartment,80.0,95000.0,21/11/2023
354,tunis,kram,El Kram,Sale,5-room apartment and more,350.0,450000.0,18/04/2023
355,ben arous,mourouj,El Mourouj,Sale,3-room apartment,86.0,125000.0,31/03/2023
356,ariana,ariana ville,Ariana Ville,Sale,1-room apartment,68.0,210000.0,30/09/2023
357,tunis,marsa,La Marsa,Sale,3-room apartment,85.0,200000.0,20/07/2023
358,ariana,raoued,Raoued,Sale,3-room apartment,96.0,140000.0,29/09/2023
359,ben arous,medina jedida,Nouvelle Medina,Sale,2-room apartment,70.0,165000.0,04/12/2023
360,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,70.0,165000.0,22/11/2023
361,ben arous,medina jedida,Nouvelle Medina,Sale,3-room apartment,122.0,220000.0,08/11/2023
362,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,135.0,675000.0,22/10/2023
363,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,80.0,280000.0,07/07/2023
365,tunis,menzah,El Menzah,Sale,4-room apartment,147.0,330000.0,07/09/2023
366,ariana,soukra,La Soukra,Sale,3-room apartment,95.0,175000.0,06/11/2023
367,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,156.0,260000.0,24/11/2023
369,tunis,la goulette,La Goulette,Sale,1-room apartment,69.0,165000.0,28/09/2023
370,ben arous,ben arous,Ben Arous,Sale,5-room apartment and more,345.0,330000.0,31/03/2023
371,ariana,raoued,Raoued,Sale,4-room apartment,150.0,400000.0,22/09/2023
372,tunis,carthage,Carthage,Sale,5-room apartment and more,152.0,285000.0,03/07/2023
373,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,147.0,350000.0,16/10/2023
374,ben arous,medina jedida,Nouvelle Medina,Sale,2-room apartment,80.0,160000.0,11/10/2023
375,ariana,soukra,La Soukra,Sale,3-room apartment,73.0,110000.0,27/10/2023
376,tunis,marsa,La Marsa,Sale,3-room apartment,270.0,950000.0,18/10/2022
377,ben arous,hammam chott,Hammam Chatt,Sale,3-room apartment,103.0,170000.0,10/11/2023
378,tunis,marsa,La Marsa,Sale,4-room apartment,160.0,384000.0,01/05/2023
379,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,134.0,280000.0,26/09/2023
380,ariana,raoued,Raoued,Sale,3-room apartment,70.0,110000.0,31/08/2023
381,ariana,ariana ville,Ariana Ville,Sale,1-room apartment,49.0,169000.0,28/10/2023
382,tunis,cite el khadra,Cite El Khadra,Sale,5-room apartment and more,200.0,420000.0,28/08/2023
383,ariana,soukra,La Soukra,Sale,5-room apartment and more,200.0,420000.0,17/10/2022
384,tunis,marsa,La Marsa,Sale,1-room apartment,40.0,200000.0,17/07/2023
385,ariana,soukra,La Soukra,Sale,4-room apartment,75.0,110000.0,19/07/2023
386,ben arous,mourouj,El Mourouj,Sale,4-room apartment,110.0,135000.0,23/02/2023
387,tunis,omrane,El Omrane,Sale,1-room apartment,59.0,135000.0,27/11/2023
388,ben arous,ezzahra,Ezzahra,Sale,3-room apartment,90.0,190000.0,16/11/2023
389,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,300.0,620000.0,24/11/2023
390,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,227.0,980000.0,04/11/2021
391,tunis,marsa,La Marsa,Sale,3-room apartment,112.0,280000.0,27/08/2023
392,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,400.0,385000.0,27/11/2023
393,tunis,menzah,El Menzah,Sale,5-room apartment and more,200.0,400000.0,06/11/2023
394,manouba,mannouba,Mannouba,Sale,1-room apartment,104.0,195000.0,20/11/2023
395,tunis,marsa,La Marsa,Sale,3-room apartment,120.0,402000.0,20/01/2023
396,tunis,marsa,La Marsa,Sale,3-room apartment,348.0,1500000.0,24/05/2023
397,manouba,douar hicher,Douar Hicher,Sale,2-room apartment,75.0,95000.0,21/11/2023
398,tunis,marsa,La Marsa,Sale,4-room apartment,107.0,260000.0,11/11/2023
399,ben arous,mourouj,El Mourouj,Sale,5-room apartment and more,410.0,750000.0,28/09/2023
402,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,87.0,437000.0,22/10/2023
403,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,143.0,337000.0,22/11/2023
404,tunis,marsa,La Marsa,Sale,2-room apartment,74.0,185000.0,31/07/2023
405,tunis,marsa,La Marsa,Sale,1-room apartment,85.0,350000.0,15/09/2023
407,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,120.0,195000.0,07/11/2023
408,ben arous,mourouj,El Mourouj,Sale,3-room apartment,90.0,200000.0,18/06/2023
409,manouba,mannouba,Mannouba,Sale,3-room apartment,70.0,131000.0,13/10/2023
410,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,120.0,240000.0,20/07/2023
411,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,145.0,600000.0,23/12/2022
412,tunis,marsa,La Marsa,Sale,3-room apartment,118.0,291035.0,21/07/2023
413,ben arous,mornag,Mornag,Sale,3-room apartment,78.0,130000.0,20/11/2023
414,ben arous,ezzahra,Ezzahra,Sale,3-room apartment,70.0,130000.0,15/11/2023
415,tunis,marsa,La Marsa,Sale,3-room apartment,124.0,265000.0,13/09/2023
416,ariana,soukra,La Soukra,Sale,4-room apartment,174.0,550000.0,13/06/2023
417,tunis,marsa,La Marsa,Sale,3-room apartment,140.0,350000.0,17/11/2023
418,ben arous,hammam lif,Hammam Lif,Sale,2-room apartment,76.0,130000.0,09/09/2023
419,tunis,sidi el bechir,Sidi El Bechir,Sale,3-room apartment,170.0,245000.0,05/12/2023
420,ben arous,medina jedida,Nouvelle Medina,Sale,2-room apartment,75.0,185000.0,28/11/2023
421,tunis,kram,El Kram,Sale,1-room apartment,165.0,650000.0,13/11/2023
422,ariana,soukra,La Soukra,Sale,3-room apartment,125.0,238000.0,09/10/2023
423,ariana,soukra,La Soukra,Sale,4-room apartment,162.0,427000.0,26/08/2023
424,ariana,ariana ville,Ariana Ville,Sale,1-room apartment,114.0,570000.0,21/11/2023
425,tunis,marsa,La Marsa,Sale,3-room apartment,146.0,320000.0,09/10/2023
426,ariana,soukra,La Soukra,Sale,4-room apartment,110.0,200000.0,11/08/2023
427,tunis,menzah,El Menzah,Sale,4-room apartment,185.0,495000.0,02/08/2023
429,ben arous,rades,Rades,Sale,1-room apartment,122.0,230000.0,03/11/2023
430,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,70.0,145000.0,20/10/2023
431,tunis,marsa,La Marsa,Sale,2-room apartment,100.0,400000.0,24/10/2023
432,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,120.0,285000.0,29/05/2023
433,ben arous,hammam chott,Hammam Chatt,Sale,1-room apartment,73.0,171550.0,10/11/2023
434,ben arous,ben arous,Ben Arous,Sale,3-room apartment,75.0,149000.0,01/12/2023
435,ben arous,medina jedida,Nouvelle Medina,Sale,1-room apartment,115.0,200000.0,25/09/2023
436,ben arous,medina jedida,Nouvelle Medina,Sale,3-room apartment,130.0,320000.0,10/06/2023
437,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,131.0,655000.0,22/10/2023
438,ariana,soukra,La Soukra,Sale,4-room apartment,125.0,195000.0,09/10/2023
439,ben arous,boumhel el bassatine,Bou Mhel El Bassatine,Sale,3-room apartment,230.0,330000.0,09/09/2023
441,tunis,bab bhar,Bab Bhar,Sale,3-room apartment,120.0,350000.0,20/10/2023
442,ben arous,rades,Rades,Sale,4-room apartment,164.0,300000.0,23/06/2023
444,tunis,kram,El Kram,Sale,1-room apartment,120.0,550000.0,16/09/2023
445,tunis,kram,El Kram,Sale,1-room apartment,200.0,900000.0,01/12/2023
446,tunis,marsa,La Marsa,Sale,4-room apartment,400.0,1500000.0,15/11/2022
447,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,87.0,290000.0,09/11/2023
448,tunis,marsa,La Marsa,Sale,1-room apartment,70.0,220000.0,23/11/2023
449,ben arous,rades,Rades,Sale,4-room apartment,90.0,190000.0,14/09/2023
450,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,117.0,370000.0,25/09/2023
451,ariana,soukra,La Soukra,Sale,3-room apartment,129.0,440000.0,08/06/2021
453,tunis,marsa,La Marsa,Sale,3-room apartment,145.0,400000.0,08/11/2023
454,ben arous,medina jedida,Nouvelle Medina,Sale,3-room apartment,104.0,275600.0,04/11/2023
455,ariana,raoued,Raoued,Sale,3-room apartment,130.0,285000.0,04/11/2023
456,ariana,soukra,La Soukra,Sale,4-room apartment,109.0,195000.0,18/11/2023
457,tunis,marsa,La Marsa,Sale,2-room apartment,110.0,460000.0,25/10/2023
458,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,100.0,270000.0,31/07/2023
459,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,120.0,350000.0,29/11/2023
460,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,117.0,210000.0,02/08/2023
461,tunis,bab bhar,Bab Bhar,Sale,3-room apartment,88.0,170000.0,13/10/2023
462,tunis,kram,El Kram,Sale,3-room apartment,147.0,185000.0,28/10/2022
463,ben arous,hammam chott,Hammam Chatt,Sale,1-room apartment,74.0,173900.0,17/08/2023
464,ariana,soukra,La Soukra,Sale,3-room apartment,165.0,325000.0,18/10/2023
465,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,85.0,270000.0,13/06/2023
466,tunis,marsa,La Marsa,Sale,3-room apartment,231.0,1250000.0,24/09/2021
467,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,145.0,425000.0,21/06/2023
468,tunis,marsa,La Marsa,Sale,4-room apartment,170.0,590000.0,10/09/2023
469,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,189.0,530000.0,31/07/2023
470,ben arous,ezzahra,Ezzahra,Sale,3-room apartment,75.0,180000.0,25/03/2023
471,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,75.0,375000.0,22/10/2023
472,manouba,mannouba,Mannouba,Sale,2-room apartment,80.0,135000.0,25/10/2022
473,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,167.0,370000.0,29/07/2023
474,tunis,marsa,La Marsa,Sale,2-room apartment,80.0,200000.0,19/12/2022
475,tunis,marsa,La Marsa,Sale,4-room apartment,437.0,650000.0,05/10/2023
476,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,160.0,620000.0,01/11/2023
477,ben arous,mourouj,El Mourouj,Sale,5-room apartment and more,180.0,250000.0,24/08/2023
478,tunis,marsa,La Marsa,Sale,5-room apartment and more,460.0,1500000.0,19/01/2023
479,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,186.0,690000.0,14/03/2022
480,tunis,marsa,La Marsa,Sale,3-room apartment,118.0,291000.0,24/10/2023
481,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,149.0,287000.0,02/08/2023
482,tunis,marsa,La Marsa,Sale,4-room apartment,262.0,795000.0,19/11/2023
483,tunis,marsa,La Marsa,Sale,3-room apartment,140.0,280000.0,17/10/2023
484,tunis,marsa,La Marsa,Sale,3-room apartment,136.0,327000.0,17/10/2023
485,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,168.0,485000.0,03/10/2023
487,ariana,soukra,La Soukra,Sale,3-room apartment,200.0,425000.0,25/10/2023
488,tunis,menzah,El Menzah,Sale,3-room apartment,160.0,520000.0,21/10/2023
489,ben arous,rades,Rades,Sale,1-room apartment,83.0,200000.0,30/11/2023
490,ariana,soukra,La Soukra,Sale,4-room apartment,165.0,305000.0,30/11/2023
491,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,133.0,390000.0,29/09/2023
492,ariana,soukra,La Soukra,Sale,2-room apartment,111.0,270000.0,28/10/2023
493,ariana,raoued,Raoued,Sale,4-room apartment,76.0,125000.0,06/12/2023
494,ariana,soukra,La Soukra,Sale,3-room apartment,92.0,250000.0,09/11/2023
495,ariana,raoued,Raoued,Sale,4-room apartment,128.0,130000.0,02/10/2023
496,ariana,raoued,Raoued,Sale,3-room apartment,250.0,490000.0,23/10/2023
497,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,212.0,680000.0,27/08/2023
498,ariana,soukra,La Soukra,Sale,4-room apartment,350.0,1450000.0,20/11/2023
499,ben arous,mourouj,El Mourouj,Sale,2-room apartment,80.0,115000.0,24/11/2023
500,tunis,marsa,La Marsa,Sale,3-room apartment,160.0,690000.0,14/11/2023
501,ben arous,mourouj,El Mourouj,Sale,2-room apartment,120.0,225000.0,10/01/2023
502,tunis,marsa,La Marsa,Sale,3-room apartment,143.0,335000.0,12/08/2023
503,ben arous,mourouj,El Mourouj,Sale,3-room apartment,90.0,148000.0,26/10/2023
504,ben arous,medina jedida,Nouvelle Medina,Sale,3-room apartment,121.0,270000.0,04/12/2023
505,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,77.0,245000.0,25/09/2023
506,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,60.0,180000.0,02/12/2023
507,ariana,raoued,Raoued,Sale,3-room apartment,111.0,195000.0,23/06/2023
508,tunis,marsa,La Marsa,Sale,3-room apartment,140.0,410000.0,09/10/2023
509,tunis,marsa,La Marsa,Sale,3-room apartment,135.0,295000.0,02/10/2023
510,tunis,omrane superieur,El Omrane Superieur,Sale,4-room apartment,76.0,170000.0,30/10/2023
511,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,120.0,280000.0,11/09/2023
512,tunis,marsa,La Marsa,Sale,5-room apartment and more,500.0,850000.0,17/04/2023
513,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,176.0,330000.0,26/11/2023
514,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,120.0,250000.0,24/10/2023
515,ariana,soukra,La Soukra,Sale,3-room apartment,100.0,170000.0,06/11/2023
516,tunis,menzah,El Menzah,Sale,3-room apartment,90.0,230000.0,22/09/2023
517,ariana,soukra,La Soukra,Sale,3-room apartment,145.0,400000.0,08/11/2023
518,tunis,carthage,Carthage,Sale,2-room apartment,50.0,320000.0,29/03/2023
519,tunis,marsa,La Marsa,Sale,3-room apartment,47.0,350000.0,30/10/2023
520,tunis,marsa,La Marsa,Sale,2-room apartment,90.0,270000.0,24/10/2023
521,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,144.0,403000.0,31/07/2023
522,manouba,mannouba,Mannouba,Sale,3-room apartment,105.0,210000.0,26/10/2023
523,ariana,ariana ville,Ariana Ville,Sale,1-room apartment,51.0,140000.0,03/10/2023
525,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,320.0,345000.0,14/09/2023
526,tunis,ouerdia,El Ouerdia,Sale,4-room apartment,111.0,170000.0,15/09/2023
527,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,120.0,506620.0,12/04/2023
528,ben arous,boumhel el bassatine,Bou Mhel El Bassatine,Sale,3-room apartment,154.0,260000.0,09/09/2023
529,tunis,menzah,El Menzah,Sale,2-room apartment,85.0,247000.0,07/11/2023
530,ben arous,medina jedida,Nouvelle Medina,Sale,3-room apartment,128.0,250000.0,04/12/2023
531,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,170.0,739000.0,07/07/2023
532,ben arous,mornag,Mornag,Sale,2-room apartment,80.0,105000.0,19/10/2023
533,ariana,soukra,La Soukra,Sale,4-room apartment,140.0,300000.0,31/07/2023
534,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,86.0,190000.0,19/11/2023
535,tunis,ouerdia,El Ouerdia,Sale,3-room apartment,70.0,83000.0,11/09/2023
536,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,142.0,295000.0,20/07/2023
537,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,117.0,327000.0,29/07/2023
538,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,169.0,530000.0,06/07/2023
539,ben arous,mourouj,El Mourouj,Sale,2-room apartment,90.0,135000.0,24/08/2023
540,ben arous,mourouj,El Mourouj,Sale,2-room apartment,90.0,110000.0,18/10/2023
541,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,127.0,440000.0,28/07/2023
542,ariana,soukra,La Soukra,Sale,3-room apartment,140.0,370000.0,30/09/2023
543,ben arous,medina jedida,Nouvelle Medina,Sale,2-room apartment,115.0,200000.0,26/09/2023
544,tunis,kram,El Kram,Sale,4-room apartment,147.0,185000.0,16/10/2023
545,tunis,marsa,La Marsa,Sale,2-room apartment,56.0,370000.0,08/11/2022
547,ariana,soukra,La Soukra,Sale,3-room apartment,140.0,370000.0,03/10/2023
548,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,156.0,702000.0,12/10/2023
549,ben arous,medina jedida,Nouvelle Medina,Sale,5-room apartment and more,170.0,550000.0,22/12/2022
551,tunis,marsa,La Marsa,Sale,2-room apartment,105.0,280000.0,04/07/2023
552,tunis,cite el khadra,Cite El Khadra,Sale,4-room apartment,100.0,227000.0,19/11/2023
553,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,98.0,300000.0,26/10/2023
554,tunis,menzah,El Menzah,Sale,3-room apartment,160.0,420000.0,09/11/2023
555,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,146.0,315000.0,18/11/2023
556,ariana,raoued,Raoued,Sale,3-room apartment,100.0,150000.0,30/08/2023
557,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,129.0,645000.0,22/10/2023
558,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,148.0,480000.0,22/09/2023
559,ariana,soukra,La Soukra,Sale,1-room apartment,55.0,165000.0,13/10/2023
560,tunis,marsa,La Marsa,Sale,4-room apartment,130.0,300000.0,07/10/2023
561,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,145.0,390000.0,06/04/2023
562,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,55.0,150000.0,20/07/2023
563,ben arous,ezzahra,Ezzahra,Sale,3-room apartment,120.0,260000.0,15/08/2023
564,ben arous,ezzahra,Ezzahra,Sale,2-room apartment,98.0,235000.0,20/11/2023
565,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,227.0,840000.0,26/10/2023
566,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,86.0,180000.0,07/11/2023
567,ben arous,mourouj,El Mourouj,Sale,5-room apartment and more,150.0,310000.0,14/11/2023
568,tunis,marsa,La Marsa,Sale,2-room apartment,121.0,295000.0,19/05/2023
569,tunis,menzah,El Menzah,Sale,2-room apartment,90.0,370000.0,19/09/2023
570,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,220.0,710000.0,10/06/2022
571,tunis,marsa,La Marsa,Sale,4-room apartment,180.0,370000.0,03/03/2022
572,tunis,kram,El Kram,Sale,1-room apartment,200.0,800000.0,12/10/2023
573,ariana,raoued,Raoued,Sale,1-room apartment,45.0,100000.0,20/11/2023
574,ariana,soukra,La Soukra,Sale,1-room apartment,174.0,557000.0,06/11/2023
575,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,146.0,350000.0,25/09/2023
576,ben arous,ezzahra,Ezzahra,Sale,3-room apartment,95.0,280000.0,20/02/2023
577,manouba,mannouba,Mannouba,Sale,4-room apartment,120.0,240000.0,27/10/2023
578,tunis,marsa,La Marsa,Sale,2-room apartment,90.0,200000.0,16/11/2023
579,ben arous,ben arous,Ben Arous,Sale,2-room apartment,84.0,160000.0,28/09/2023
580,ben arous,rades,Rades,Sale,3-room apartment,95.0,195000.0,19/10/2023
